Error_v1,Error_v2
1.3408364888,1.1767092688
1.3375081627,1.1777368086
1.3319390222,1.1787891351
1.3287016662,1.1798138876
1.3251228252,1.1808118183
1.3262772265,1.1817334238
1.3199979877,1.1826547498
1.3141833367,1.1835686015
1.311274683,1.1844716399
1.3065213171,1.1853674027
1.3069084375,1.1861979415
1.2994135433,1.1870865032
1.293650361,1.1879769105
1.2883275963,1.1888484969
1.2825964488,1.1897242053
1.2778600031,1.1905797209
1.2706524619,1.1914353891
1.2656215408,1.1922658623
1.2619087645,1.1930715847
1.2562447513,1.1938624997
1.2498864427,1.1946772212
1.2426883283,1.1954892775
1.2349976855,1.1963343189
1.22923601,1.1971652742
1.2248666433,1.1979708402
1.2224639054,1.1987297734
1.2188995193,1.1994545569
1.2143936269,1.2001794212
1.2152601376,1.2008241941
1.2087949847,1.2014852173
1.2025665842,1.2021404715
1.1954422424,1.2028546488
1.1886921155,1.2035980977
1.1831092094,1.2043250208
1.1800974012,1.2050095088
1.1733565958,1.2057037002
1.1724259069,1.206343163
1.1664717123,1.2069864714
1.1634836323,1.2076485609
1.1561808954,1.2083232058
1.1492029551,1.2089971043
1.143093854,1.2096681317
1.1374841312,1.2103630748
1.1322355736,1.2110421073
1.1274627697,1.2117388925
1.1245715935,1.2123911424
1.1187348571,1.2130442951
1.1144144049,1.2136847769
1.1119284446,1.2143005887
1.1055090008,1.2149826566
1.1057996144,1.2155920858
1.1008941166,1.2161817949
1.0956048422,1.2167595215
1.088783402,1.2173561513
1.0900661452,1.2179529418
1.0827625032,1.2185564838
1.0766158138,1.2191743324
1.0713319813,1.2197863659
1.0726442713,1.2203184207
1.0690713788,1.2208277446
1.0639644101,1.2213226982
1.0565523567,1.2218201861
1.0549290526,1.2222750994
1.0501784184,1.2227332401
1.0434613097,1.2231904656
1.0377216015,1.2236717073
1.0315555297,1.2241424113
1.0279905293,1.2246088851
1.0216122609,1.2250787572
1.0195841495,1.2255047143
1.0127366897,1.2259513223
1.0104452197,1.2263542632
1.0037644775,1.2267553314
0.9967683251,1.2271653496
0.9908244367,1.2275892306
0.9865509224,1.2280136213
0.9812650988,1.2284349475
0.9787324208,1.2288735396
0.9768160675,1.2292918816
0.9711129983,1.2297081383
0.9721553007,1.2300938572
0.9670322763,1.2304704751
0.9605128458,1.2308574495
0.9560134899,1.2312292194
0.954942111,1.2315468503
0.9478477193,1.2318715239
0.9416650351,1.2322226321
0.9344716286,1.2325777375
0.9287567513,1.2329409931
0.9229954925,1.2333121475
0.9225831158,1.2336224131
0.915251475,1.2339369086
0.9104337929,1.234246412
0.9038511128,1.2345487809
0.9024371324,1.2348256316
0.8954622806,1.2351164828
0.8903271702,1.2353955424
0.8830618019,1.2356865431
0.8769610605,1.2359934428
0.8701764834,1.2363145573
0.8713538732,1.2365905887
0.864121302,1.2368747897
0.8581781266,1.2371724312
0.8527803639,1.237501932
0.8491552473,1.2378376421
0.8438344891,1.2381597721
0.838008121,1.2384803098
0.8383713724,1.2387391754
0.8352293545,1.2389613752
0.8282661057,1.2391871413
0.8235058576,1.2394010589
0.8168771175,1.2396093792
0.8099017585,1.2398268356
0.803114966,1.2400703146
0.7961959157,1.2403297301
0.7925667029,1.2405617069
0.7862814211,1.2407888971
0.7809467597,1.2410678348
0.7784652598,1.2413263114
0.7729280805,1.2415723115
0.7674342223,1.2418128559
0.7606871105,1.2420611625
0.7541432799,1.2423316956
0.7470932759,1.242671893
0.7406489298,1.2430091447
0.7422109938,1.2432830539
0.7371711414,1.2435399989
0.7302320067,1.2438069939
0.7257774691,1.2440939319
0.7243950957,1.2443353978
0.7244218672,1.2445115777
0.7194971763,1.2447009834
0.7199242407,1.2448464042
0.7158658059,1.2449639393
0.7097354765,1.2450732394
0.7109793609,1.2451315876
0.7053431653,1.2451993242
0.6986963136,1.2452756452
0.696562043,1.2453190579
0.6923827745,1.2453428094
0.6874537425,1.2453466077
0.6816298314,1.245348853
0.6782362726,1.2453628278
0.6753042046,1.2453557342
0.6696065256,1.2453768925
0.6655742441,1.2453749709
0.6685159001,1.2452953081
0.6629929485,1.2452059292
0.657856341,1.2451203556
0.6509040353,1.245046961
0.6476804594,1.2449403564
0.6474441088,1.2447903627
0.6408740984,1.2446581309
0.6377639894,1.2445006604
0.6357487999,1.2442983814
0.6318782846,1.2440922498
0.6249037857,1.2438911935
0.621158677,1.2436669049
0.6142264983,1.2434456443
0.6107130354,1.2432265746
0.609391251,1.2429752065
0.6057777762,1.2427164201
0.6016967472,1.2424328648
0.59822491,1.2421422101
0.5932211018,1.2418445415
0.5926123694,1.2414947655
0.5871446755,1.2412289639
0.5851892351,1.2409168751
0.583969113,1.2405846018
0.5775800173,1.2403534051
0.5725714787,1.2401464803
0.5662901113,1.2399499438
0.5602655495,1.2397996081
0.5542721709,1.2396652914
0.5477394717,1.2395686052
0.5433286054,1.2394518313
0.5429121939,1.2393112555
0.5370309469,1.2391615313
0.5307856083,1.2390297732
0.5261813076,1.2389458307
0.5201314345,1.2388950943
0.5155393392,1.2388431251
0.5111926058,1.2387751908
0.5067390047,1.2386998593
0.5018709545,1.2386356859
0.4952872036,1.2385690596
0.4892517314,1.2385036207
0.4825591842,1.2384564287
0.4776374934,1.2384323163
0.4739457103,1.23839127
0.4693197087,1.2383334161
0.4644331398,1.2383350412
0.4633136191,1.2382897371
0.4621284545,1.2382027111
0.456456868,1.2381121198
0.4524614589,1.2379963739
0.447248273,1.2378669663
0.4506462189,1.2376752569
0.4452338023,1.2374787646
0.4429441388,1.2372432042
0.4376786579,1.2369980635
0.4310814616,1.2367608586
0.4250095273,1.2365296114
0.4205992282,1.2363541659
0.4146261617,1.2361782169
0.4097816138,1.2360087051
0.4037908509,1.2358355063
0.4010998148,1.2356409092
0.3995995915,1.2354175784
0.3929882455,1.2351938584
0.3871032407,1.2349920299
0.3870393505,1.2347496352
0.381536083,1.2345048768
0.3749056945,1.2342759142
0.3701824079,1.234030942
0.3687580139,1.2337430239
0.3656666713,1.2334308212
0.3610164769,1.2331272994
0.3604854349,1.2328055389
0.355098706,1.2324738422
0.3559405434,1.2320786044
0.3557886471,1.2316247723
0.3505430599,1.2311728967
0.3441422853,1.230742155
0.3443487517,1.2302522565
0.3405745489,1.2297664881
0.3345880096,1.229296988
0.3319970531,1.2288058815
0.333096895,1.2282563763
0.3268111564,1.2277145957
0.3254542366,1.2271244604
0.3295046981,1.2264476712
0.3228275158,1.2257727651
0.3211251694,1.2250615689
0.3243201126,1.224263925
0.319063827,1.2234940819
0.3145148393,1.2227077937
0.3080807738,1.2219463388
0.3023518942,1.2211872398
0.2999709073,1.2203926628
0.2973201042,1.219562057
0.2997302472,1.2187298534
0.2943998169,1.2179027506
0.2962808639,1.2170070952
0.2900501263,1.2161285439
0.2867474719,1.2152397107
0.2812333215,1.2143727121
0.2787333953,1.2135113313
0.2725975944,1.2126750095
0.2711848221,1.2118266312
0.2700069655,1.210931237
0.2648696882,1.2100264654
0.2613738665,1.2091238974
0.2587509178,1.2081965889
0.253822022,1.2072919678
0.2497488067,1.2063845091
0.2448923662,1.2054796532
0.2436832688,1.2045320353
0.2385756779,1.2035828701
0.232832667,1.2026323836
0.2284592789,1.2016721523
0.2306824372,1.2006639725
0.2244881964,1.199686334
0.2211848657,1.1987082416
0.2194000079,1.1977117735
0.2222219947,1.1966633012
0.2191976598,1.195585955
0.2128934356,1.1945180145
0.2071163356,1.1934522045
0.2028080357,1.1923939009
0.1974052453,1.1913581915
0.194277757,1.1902975166
0.1918576382,1.1892431859
0.1854259771,1.1882190148
0.1797010924,1.1871923896
0.1786422301,1.1861211732
0.1735735591,1.1850408722
0.1675592612,1.1840024957
0.1642120945,1.1829425277
0.1594785407,1.1818775264
0.1531004782,1.1808140537
0.152950028,1.1796951249
0.1481530747,1.1785962858
0.143270115,1.1774884694
0.1402483426,1.1763747348
0.1390524249,1.175238104
0.1342598792,1.1741371247
0.1326390936,1.1730127533
0.1269161686,1.1718899952
0.1230595365,1.1707599075
0.1200908765,1.1696405959
0.1147374485,1.1685311974
0.1117132102,1.1674121761
0.1066225512,1.1662940562
0.1067242212,1.1651459506
0.1003459698,1.1640279139
0.0993717479,1.1628622614
0.0955586492,1.1616993253
0.0906929034,1.1605409303
0.0882032102,1.159363383
0.0866368567,1.1581475632
0.0814342413,1.1569536117
0.0775907581,1.1557439825
0.0724577963,1.1545610013
0.067588078,1.1533666305
0.0648138467,1.1521681827
0.0601999488,1.1509587359
0.0572073141,1.1497284262
0.0534679888,1.1484870453
0.0482778554,1.147239754
0.0451197441,1.145998123
0.0434366531,1.1447276083
0.0384650964,1.1434558571
0.0323480383,1.1421877562
0.0263861362,1.1409363322
0.020081904,1.1397035635
0.0160983407,1.1384633222
0.0134749217,1.1372025928
0.0100084826,1.1359314153
0.0067533454,1.1346339976
0.000601273,1.1333590917
0.0036701416,1.1320735684
0.0091010516,1.1307877643
0.0065249505,1.1294398504
0.006318783,1.128079529
0.0048088281,1.1266559632
0.0012546306,1.1251204169
0.0028086837,1.1235357343
0.0036275936,1.1218880881
0.0007036304,1.1202326249
0.0020018728,1.1185456486
0.0023354839,1.1168362099
0.0072186425,1.1150530292
0.0009467684,1.1133060117
0.0015032342,1.1115117607
0.000169903,1.1097034241
0.0002748215,1.1078517876
0.003342652,1.1059228571
0.0021871799,1.1040016207
0.0015924022,1.1020226552
0.0031416643,1.1000161642
0.0032175244,1.0978995278
0.0025903215,1.095817257
0.0026524815,1.0936881216
0.0017754684,1.0914721104
0.0007329335,1.0892123042
0.0011434311,1.0869179246
0.0002921974,1.0845696765
0.0051046503,1.0822294408
0.0011069549,1.0797776055
0.0023267593,1.0773206982
0.0007996297,1.0748013342
0.000101719,1.0722351768
0.0016886908,1.0696106481
0.0010258407,1.0669631901
0.0009741821,1.0642500353
0.0003985207,1.0615150978
0.0020358405,1.0587176482
0.0066658766,1.0558225217
0.0069127956,1.0528830964
0.0007996369,1.049993065
0.0002349718,1.0471357136
0.0057089686,1.0442711869
0.0036002796,1.0414215033
0.0006932217,1.0385760797
0.0030210084,1.0357637039
0.0011833776,1.0329169152
0.0055724724,1.0301391726
0.0041249917,1.0272960766
8.82680837221983E-05,1.0243986653
0.0006673244,1.0214732946
0.0005511223,1.0185141802
0.0002237873,1.0155797154
0.0012090043,1.0126070366
0.0020531041,1.0096229094
0.0024372989,1.0066603828
0.0044878401,1.0037619293
0.0004207081,1.0007848779
0.0020566985,0.997730098
0.0044942382,0.9946077827
0.0040238717,0.9915002888
0.0034994464,0.9883663569
0.0015008695,0.9852998287
0.0007903854,0.9821936401
0.0001549635,0.9791114739
0.0017250471,0.9759971689
0.0028644381,0.972829622
0.0063461826,0.9695912285
0.0015253027,0.9664594132
0.0003978168,0.9633460084
0.0053009575,0.960267383
0.00297089,0.9571850639
0.0036830894,0.954133635
0.0004852445,0.9510475207
0.0036825045,0.9479970407
0.0026009313,0.9448992579
0.0003377272,0.9418565705
0.000155696,0.9388323843
0.0005626378,0.9358326169
0.0012368495,0.9328053605
0.0002574377,0.9297738218
0.0057446943,0.9268250741
0.000645817,0.9238363638
0.0006793479,0.920855992
0.002280345,0.9178615453
0.000010925,0.9149460857
0.0038291268,0.9121142142
0.0021691174,0.9092939096
0.0032927226,0.9065157382
0.0065457425,0.9037591676
0.0021852566,0.9010803661
0.0039271994,0.8984082214
0.002288185,0.8956558111
0.0007658569,0.8929988281
0.0019494134,0.8903838727
0.0038437826,0.8877516781
0.0010519927,0.8851564157
0.0015946439,0.8825746051
0.0057427055,0.8799291006
0.0004780004,0.877390586
0.0001583603,0.8748018718
0.0010884362,0.8722441388
0.0026893422,0.8697103158
0.0012674286,0.8671849901
0.0022852505,0.8646563902
0.0012148978,0.8621897495
0.001040424,0.8597350954
0.0015432118,0.8573137028
0.004426257,0.8549153267
0.0058830587,0.8525282247
0.0021474334,0.850203893
0.0052918547,0.8478909493
0.0028615907,0.8456311684
0.0046222882,0.8433923807
0.000760269,0.8412361967
0.0034956807,0.8391036628
0.0025410288,0.8370726818
0.0013363206,0.8350698535
0.0014936519,0.8331401073
0.0004233056,0.8312680914
0.0066582279,0.8295032736
0.0019882308,0.8277480406
0.0006637653,0.8259899055
0.000046892,0.824229487
0.0014826055,0.8224886034
0.0046258391,0.8208243443
0.0022943289,0.8191995859
0.000562752,0.8176198579
0.0032445689,0.8161048003
0.0041084737,0.81465098
0.0011954234,0.8131817755
0.0018966793,0.8117768479
0.0002070463,0.8103821928
0.0020902365,0.809042242
0.0021015021,0.8077298302
0.0030749629,0.806473001
0.0003552357,0.8052660308
0.0001883831,0.8041140018
0.0006831102,0.8030273052
0.0011264196,0.8019216902
0.0011935466,0.8008709548
0.0033096608,0.7998436168
0.0010632524,0.7988657718
0.0053332496,0.7979891985
0.0011092032,0.7971050853
0.0024092753,0.7963190698
0.0018058033,0.7955281472
0.0035855333,0.7948113995
0.0004192787,0.7940912854
0.0031575497,0.793450228
0.0020811287,0.7928359895
0.0063070844,0.792298361
0.0014737626,0.7917668844
0.0003466729,0.7912663328
0.0045322386,0.7908420839
0.006432533,0.7904726746
0.0006124157,0.7901027426
0.0022411756,0.7897764587
0.0047731783,0.7894678515
0.003318872,0.7892112565
0.0024806063,0.7889338461
0.0028695771,0.7887441615
0.0007554627,0.7885914057
0.0046795832,0.7885394108
0.0083840397,0.7885418247
0.0028046338,0.7885447848
0.000702896,0.7885861692
0.003497445,0.7886814576
0.0072070389,0.7888449908
0.0077962545,0.7890109819
0.0066516022,0.7891977526
0.0044321633,0.7894090406
0.0026103373,0.7896688431
0.0008852136,0.7899748298
0.0023467705,0.790332814
0.000049422,0.7906557311
0.0055091354,0.7908995403
0.001839081,0.7912013547
0.0025440688,0.7916083117
0.0007824875,0.7920094347
0.0011280852,0.7924880842
0.0004763071,0.7929966583
0.000426612,0.7935451296
0.0017013666,0.7941035563
0.0002588128,0.7946320184
0.0050146525,0.7952432404
0.0002718885,0.7958341633
0.004445634,0.7964846526
4.74502540797062E-05,0.7970864872
0.0002733477,0.7977542708
0.0007382283,0.7984030322
0.0002445958,0.7990647859
0.0053180464,0.7997381223
0.0004375137,0.8005268541
0.0034102452,0.8013835094
0.0015657666,0.8021990956
0.0019412534,0.8030351318
0.0011063314,0.8039158314
0.0030769515,0.8047506529
0.0006919758,0.8056080896
4.25783847912697E-05,0.8064907601
0.0008028099,0.807427139
0.0004889654,0.8084142995
0.0060502855,0.8093822596
0.0081391785,0.8103927231
0.0098589995,0.8113858949
0.0062199959,0.8124707539
0.0059458947,0.8136103224
4.84041574289051E-05,0.8148652617
0.0033139189,0.8161950328
0.0004475853,0.8175368142
0.0011980046,0.8189512334
0.0002610848,0.8203839225
0.0015503933,0.8218681952
0.0034469319,0.8234628365
0.0025353333,0.8250378495
0.002084951,0.8266593307
0.0017041867,0.8283481453
0.0043997168,0.8301174075
0.0039252625,0.8318878929
0.0015023144,0.8336424132
0.0016511158,0.835478513
0.0002813696,0.8372709521
0.0016068181,0.8391010635
0.0006536645,0.8409539306
0.0001133394,0.8427602361
0.0013936271,0.8445875363
0.0031262684,0.8464298081
0.0035078268,0.8482385275
0.0020940305,0.850012911
0.0035977245,0.8517622295
0.0010116011,0.8535580139
0.0009554838,0.8553566165
0.003102302,0.8571949033
0.002122918,0.8590655757
0.0022950053,0.8609332199
0.0003747071,0.8628693231
0.003047109,0.8647960122
0.0003476792,0.8667601093
0.0002271782,0.8687456825
0.0036906899,0.8707557432
0.0019449257,0.8728604274
0.0002236843,0.8750061205
0.0014759246,0.8772257466
0.0010918918,0.8794419672
0.0023233658,0.8816498423
0.0003067138,0.8839041861
0.0007282248,0.8861998964
0.000994347,0.8885158798
0.000997784,0.8908619618
4.21390649858466E-05,0.8932781018
0.0002755232,0.8957369286
0.0006962864,0.8982098688
0.0021530738,0.9007080653
0.0004311132,0.903275728
0.0014422109,0.9058781261
0.0022192764,0.908396536
0.0002605108,0.9108996661
0.0001134364,0.9133852294
0.0012867736,0.9158523852
0.0075717623,0.9182667364
0.0018081354,0.9207083732
0.0011073414,0.923137337
0.0041638812,0.9254771801
0.0033743094,0.9277746817
0.0011498437,0.930110677
0.0002232512,0.932402019
0.0064083691,0.9345766375
0.0007228751,0.9367922622
0.0034961295,0.9390439508
0.0002326045,0.9412385694
0.0003363636,0.9434494212
0.0047541532,0.9457386003
0.0012066382,0.947937623
0.0015720215,0.9501143531
0.0014285088,0.9523217618
0.0033062974,0.95457522
0.0012983869,0.9567545604
0.0028983325,0.9589028912
0.0002888543,0.9609974113
0.0009330749,0.9630503264
0.0005194455,0.9651323847
0.0019460726,0.9672255134
0.0003720348,0.9693126182
0.0016113652,0.9713523517
0.0005136048,0.973345627
0.0007110423,0.9753251946
0.0045335835,0.977330127
0.0003404624,0.9794219726
1.93684293119389E-05,0.9814567917
0.0040898255,0.9834796812
0.0017903271,0.9854223598
0.0002770289,0.9873588332
0.0041893203,0.9891977998
0.0006438066,0.9910487239
0.0034907871,0.99289075
0.0022771002,0.9946771098
0.0014350502,0.996458718
0.0007243531,0.9981605299
7.5313836777724E-05,0.9998408526
0.0057283877,1.0015608932
0.0002541066,1.0032908422
0.0002237678,1.0049684603
0.0011646389,1.0066222311
0.0006419892,1.008230941
0.0055364908,1.0097400575
0.007537516,1.011172387
0.0022688865,1.0126041561
0.0027725026,1.0140492696
0.00048443,1.0154179067
0.0008748027,1.0167314396
0.0016069681,1.0180316367
0.0044687594,1.0192336612
1.26168280782935E-05,1.0204304219
0.0006762563,1.0215645177
0.0041324695,1.0226078831
0.0031167836,1.0236095042
0.0010890539,1.0245725354
0.0035341761,1.0255215973
0.0041048063,1.0264181245
0.0048388904,1.0272716526
0.0058797542,1.0280869657
0.0003632615,1.0288094492
3.23459179085717E-06,1.0294822416
8.0153907257241E-05,1.0301044327
0.0020911336,1.0306526392
0.0033185764,1.0312075796
0.0008638016,1.0316836602
0.0022199657,1.032090105
0.0028386291,1.0324971537
0.0022853054,1.0328601716
0.0023239215,1.0331227839
0.0015357916,1.0333894913
0.0034058143,1.0336160946
0.0005916889,1.033797087
0.0004491548,1.0339124062
0.0002236454,1.0339755258
0.0015262193,1.0339728067
0.006744548,1.0338887569
0.0012055016,1.0338229275
0.0018553706,1.0337386746
0.0008411008,1.0335803472
0.0007882744,1.0333762049
5.90733755583273E-05,1.0331302376
0.0037616863,1.0328052774
0.0005938255,1.0324655723
0.0039773404,1.0320774502
0.000287696,1.0317146014
0.0014557914,1.0312828927
0.0059008464,1.0307640451
0.0008666504,1.0302410654
0.0041623878,1.0297178897
0.0017558089,1.0290865363
0.001014612,1.0284379315
0.0013980197,1.0278039075
0.0036968956,1.0272105306
0.0003395428,1.0266168308
4.36854826624256E-05,1.0260504496
0.001117289,1.0254215863
0.0029618736,1.0247861576
0.0032722293,1.0240987755
0.000402462,1.023403452
0.0009946089,1.022764647
0.0069392798,1.0221599451
0.0062729305,1.0215399769
0.0001052874,1.0208343317
0.0031621441,1.020110711
0.000594099,1.0193662756
0.003504523,1.0185980697
0.0038351323,1.0177959497
0.0006285068,1.0169981281
0.0005658806,1.0161666769
0.0001812772,1.0153693619
0.0016782102,1.0145322534
0.0023166506,1.0136688618
0.0037494023,1.0128256936
0.0019777019,1.0119585206
0.0033675314,1.0110405284
0.0027730334,1.0100999663
0.002296416,1.0091142486
0.0010319886,1.008182102
0.0021673888,1.0072648155
0.0010544031,1.0064080663
0.0020021611,1.0055684601
0.0050336199,1.0047316884
0.0011365473,1.0038708728
0.0030239301,1.0029774552
0.0010550125,1.0021049152
0.0004793926,1.0012762013
0.0033977158,1.0003730871
0.0042221852,0.9994874003
0.0035984403,0.9986589874
0.005281969,0.9977597561
0.0029643341,0.9968590471
0.0006001483,0.995983825
0.0018058596,0.995090538
0.0007610037,0.9941476367
0.0041346454,0.993211621
0.0015383925,0.9922388241
0.0021622411,0.9912722682
0.0022353793,0.9902811119
0.0002425837,0.9892145931
0.001857308,0.9880727566
0.0020968498,0.9869602841
0.002072332,0.9858093371
0.0012369855,0.9847277251
0.0058329,0.9836311894
0.005723269,0.9824947151
0.000145482,0.9814058103
0.0003043362,0.9803452827
0.0003573637,0.9792729098
0.0036766006,0.9782638633
0.0002825802,0.9772212411
0.0011771075,0.9761427195
0.0010428867,0.9751298327
0.003771332,0.9742038546
0.0016649026,0.9732129227
0.0033163537,0.9722072335
5.18286455957195E-05,0.971219831
0.0015391202,0.9702308694
2.95104139453883E-05,0.9692250194
0.0014146188,0.9681949989
0.0019475252,0.967093639
0.0014170964,0.9660042225
0.0026576451,0.9648572418
0.0041673735,0.9636488667
0.0012680147,0.9624127899
0.0022336464,0.9612083804
0.0036146462,0.959981927
0.0044024109,0.9587854688
0.0003964824,0.9575142252
0.0016089434,0.9562994776
0.0020779359,0.9550759976
0.0018681671,0.9538331234
0.0023440766,0.9525464741
0.0010445277,0.9512269355
0.0010228806,0.949929323
0.0034795453,0.9486246924
0.0082963353,0.9473337542
0.0021177577,0.9459648594
0.002756111,0.9445942351
0.0024082477,0.9431724233
0.000370295,0.9417222151
0.0026556681,0.9402837205
0.0002429516,0.9388853254
0.0013474056,0.937522344
0.004901774,0.9362342066
0.0026288433,0.9349617473
0.0030739459,0.9336456236
0.0006298771,0.9324110192
0.0042698787,0.9311945765
0.0014586579,0.9298884583
0.0026461832,0.9286710192
0.002959315,0.9274690014
0.0090046782,0.9263884583
0.0028783788,0.9253083306
0.0022638211,0.9242471408
0.002245692,0.9231862303
0.0014954226,0.9221357458
0.0039216903,0.9211382756
0.002243508,0.9201112155
0.0006432466,0.919094325
0.0002157673,0.9181436523
0.0013043084,0.9171912321
0.0033585433,0.9163350431
0.0012922547,0.915489528
0.0059417476,0.9147232102
0.0016356929,0.913940987
0.0021262659,0.9131875415
0.0075183103,0.9124374239
0.0025871848,0.9116821374
0.0023267329,0.9109332311
0.0018673609,0.9101728064
0.0024273507,0.9093991084
0.0006381219,0.9086888489
0.0027577741,0.9080334776
0.0003467457,0.907394229
0.0062364159,0.9068501379
0.0049474987,0.9063114389
0.0008098421,0.9057502597
0.0013506411,0.9052645632
0.0005171594,0.9048172546
0.0037408172,0.904367107
0.0050716653,0.9039703145
0.0010499205,0.9036290457
0.004698101,0.9033294937
0.0018368847,0.9030099952
0.0004317912,0.9027237257
0.0001245319,0.9024476493
0.005704423,0.9022871998
0.0007774365,0.9021265485
0.0008224786,0.9019942657
0.0005209481,0.9018667194
0.0034785112,0.9017039858
0.0073195197,0.9015711338
0.0081006475,0.9014913891
0.0075028031,0.9014787543
0.0026390662,0.9015370591
0.000266823,0.9016844164
0.000034377,0.9018659108
0.0002180541,0.9020770805
0.001141952,0.9023179997
0.0016398503,0.9025999167
0.0003282091,0.9029198293
0.0005982888,0.9032530666
0.0064323616,0.9036987611
0.0001482901,0.9040474623
0.0047270764,0.9043955883
0.0014934849,0.9047739878
0.0054109157,0.9052023461
0.0008026203,0.9055343473
0.0026265808,0.9058393206
0.0001993849,0.9061403606
0.0018609301,0.9065001977
0.0019317641,0.9067700229
0.0036987022,0.9070771567
0.0013074373,0.907449196
0.0010397652,0.907884623
0.0021786516,0.9083227291
0.0011964955,0.908811702
0.0006432844,0.90933823
0.0035142129,0.9098176539
0.0033193861,0.9103351093
0.0008527882,0.910928297
0.0011274279,0.9115570733
0.0019802771,0.9121848183
0.0007945034,0.912844879
0.0036424943,0.9134648869
0.0025259919,0.9140882717
0.0011536888,0.9148004636
0.0029407848,0.9155175742
8.39801087337833E-05,0.916315563
0.0028657786,0.9171225792
0.0001499525,0.9180010685
0.0038859433,0.918918644
0.003980974,0.9198793192
0.0070283943,0.9209156932
0.0054349687,0.921974642
0.0022008561,0.9229660319
0.0010206484,0.9238715473
0.0004104743,0.9247288995
0.0016280513,0.9256055261
0.002849674,0.9264720977
0.000887668,0.9273008116
0.0017445055,0.9280759779
0.0017382654,0.9288453377
0.0020592589,0.9296351197
0.0022031705,0.9303921508
0.000114721,0.9311747822
0.0014587756,0.932029705
0.0047044849,0.9327695277
0.0029930891,0.9335444367
0.0007419321,0.934396939
0.0024618231,0.9351863329
0.0012229972,0.9359740129
0.0015031014,0.9367758783
0.0025518354,0.937615286
0.0037811971,0.9383523953
0.0020027577,0.9390836419
0.0027547047,0.939878048
0.0010702549,0.9406370777
0.002449883,0.9414020927
0.002562081,0.9421439181
0.0023156373,0.9428263566
0.0033990847,0.9434316988
0.0012274634,0.9440977829
0.0037921836,0.9448354681
0.0012610803,0.945562067
0.0029997098,0.9462794095
0.0015275177,0.9469744876
0.0025770082,0.9476135415
0.0016792482,0.9482540478
0.0003809203,0.9488994619
0.0056405744,0.9495422786
0.0039808423,0.9501971914
0.0001609796,0.9508941637
0.0013528921,0.9515495007
0.000132519,0.9521359484
0.0011204839,0.9526996897
0.0022796983,0.9532887859
0.0039683965,0.9538975911
0.0016744891,0.9544169256
0.0012390739,0.9549075033
0.000924942,0.955361777
0.0030875225,0.9557817687
0.0037115807,0.9561534035
0.0027669908,0.9565624818
0.0010699083,0.9570485887
0.0053317067,0.9574217923
0.0034835365,0.9578361515
0.0021957676,0.9582764304
0.0026412985,0.9587558437
0.000280649,0.9592051252
0.0022025809,0.9596573771
0.0007268686,0.9601389911
0.0016871753,0.9606631101
0.0054577584,0.9611096434
0.0002713244,0.9615564971
0.0058750916,0.9621066934
0.0070002309,0.962707958
0.0009304561,0.96321097
0.0045724218,0.9637058643
0.0004948863,0.9642243328
0.0001506992,0.9646896506
0.0004587259,0.9651429698
0.0024389388,0.9655447252
0.003350426,0.9659038217
0.0085986659,0.9662484738
0.0024174553,0.9667152303
0.0016496977,0.9671621872
0.0006884038,0.9676427973
0.0024349107,0.9681482673
0.0029846663,0.9686958649
7.91557453414526E-05,0.9691611949
0.0012387438,0.969583645
0.0032227468,0.9699536503
0.0021310705,0.9703800217
0.0008254403,0.9708033194
0.0006883253,0.9712351877
3.30919707813848E-06,0.9716497745
0.0014670562,0.9720755382
0.000557056,0.9725400632
0.003503507,0.9730990801
0.0002545519,0.9735852268
0.0014150793,0.9740284694
0.0022540541,0.9744812102
0.0030250747,0.9749084679
0.0041811028,0.9753318359
0.0026011975,0.9757835268
0.0032791388,0.9761862661
0.0002254804,0.9765455117
0.0003417035,0.9768819718
0.002503719,0.9771960772
0.0077040608,0.9775814542
0.006714327,0.9779732306
0.0014217736,0.9783720703
0.0055587847,0.9787513253
0.0008663277,0.9791488072
0.0023029681,0.9795629983
0.002495984,0.9800526818
0.0016856955,0.9805353976
0.0035955575,0.9809624294
0.0016737031,0.9814302861
0.0025732675,0.9819962289
0.0036657681,0.9825213311
0.0017255561,0.9830080884
0.0041722962,0.9834914317
0.0009011252,0.9839294979
0.0018480131,0.9843778512
0.0042346576,0.9848406209
0.0017858693,0.9852297881
0.0016506307,0.9856552141
0.0015824599,0.9860158831
4.14948736331411E-05,0.9863433044
0.0001217909,0.9866282333
0.0060657479,0.9868515582
0.0001212199,0.9871882581
0.0031498265,0.9875051498
0.005449562,0.9878030614
0.0042023935,0.9880552725
0.0040270341,0.9882762058
0.0055940543,0.9885303598
0.0042860842,0.9887204699
0.0017996151,0.9888349846
0.002960975,0.988981525
0.0023154029,0.9891313482
0.0001852046,0.9892008691
0.0068322641,0.9891662874
0.0012099159,0.989148582
